pages_crawled,total_reward,terminal_states
2013,145,930
2014,145,930
2015,145,930
2016,145,931
2017,145,931
2018,145,931
2019,145,931
2020,145,931
2021,145,931
2022,145,931
2023,145,931
2024,145,931
2025,145,931
2026,145,932
2027,145,932
2028,145,932
2029,145,933
2030,145,933
2031,145,933
2032,145,933
2033,145,933
2034,145,934
2035,145,935
2036,145,935
2037,145,936
2038,145,937
2039,146,938
2040,146,939
2041,146,940
2042,146,941
2043,146,942
2044,146,943
2045,146,944
2046,146,944
2047,146,944
2048,146,944
2049,146,945
2050,146,945
2051,146,946
2052,146,947
2053,146,948
2054,146,949
2055,147,950
2056,148,951
2057,148,951
2058,148,951
2059,148,952
2060,148,953
2061,148,954
2062,148,955
2063,148,956
2064,148,956
2065,148,957
2066,148,957
2067,148,958
2068,148,959
2069,148,959
2070,148,959
2071,148,960
2072,148,960
2073,148,960
2074,148,961
2075,148,962
2076,148,963
2077,148,963
2078,148,964
2079,148,965
2080,148,966
2081,148,967
2082,149,968
2083,149,969
2084,149,970
2085,149,971
2086,149,972
2087,149,972
2088,149,972
2089,149,972
2090,149,973
2091,149,974
2092,149,975
2093,149,976
2094,149,976
2095,149,976
2096,149,976
2097,149,976
2098,149,976
2099,149,976
2100,149,976
2101,149,977
2102,150,978
2103,151,979
2104,152,980
2105,152,981
2106,152,981
2107,152,982
2108,152,983
2109,152,984
2110,152,984
2111,152,985
2112,152,985
2113,152,985
2114,152,985
2115,152,985
2116,152,985
2117,152,985
2118,152,986
2119,152,986
2120,152,986
2121,152,986
2122,152,987
2123,152,988
2124,152,989
2125,152,990
2126,152,991
2127,152,992
2128,153,993
